Name	Set	ImageFile	Variety	Rarity	Type	Color	Lv	Grow Cost	Cost	Limit	Power	Restriction	[Guard]	Script	Burst	Text
Mithril, Natural Stone	Point	PR-027	SIGNI	PR	Nature Spirit: Ore	R	3				15000	Hanayo Only			Draw a card.	{On-Play} Discard a card from your hand. || {Constant} During your turn, this SIGNI's power is 18000.
TREASURE	Point	PR-028	Spell	PR		U			1U			Piruluk Only			Discard two cards, then draw three cards.	Discard as many cards as you like from your hand, then draw the same amount, plus an additional card.
Reinforcement	Point	PR-029	Spell	PR		G			1G			Midoriko Only		<s><l>Search deck</l><f>/vp1pt40</f></s>		Choose one of the following: {1} Search your deck for one SIGNI with a power 10000 or more, reveal it, and add it to your hand. Your deck is then shuffled; {2} Move the top two cards of your deck to your Ener Zone.
Get Index	Promo	PR-030	Spell	PR		W			0W			Tama Only		<s><l>Search deck</l><f>/vp1pt40</f></s>		Banish one of your SIGNI. If you do, search your deck for a white SIGNI, reveal it, and add it to your hand. Then shuffle your deck.
Gun Smoke Flame Aura	Promo	PR-031	Spell	PR		R			0R			Hanayo Only				Banish one of your SIGNI. If you do, banish one of your opponent's SIGNI with a power of 10000 or less.
Code Art M-G-T	Promo	PR-032	SIGNI	PR	Machine Spirit: Electric Machine	U	3				7000	Piruluk Only		<s><l>Search trash</l><f>/vp2at40</f></s>	Add one <Electric Machine> SIGNI from your trash to your hand.	{On-Play} Add one level 1 <Electric Machine> SIGNI from your trash to your hand.
Rosary, Natural Plant	Promo	PR-033	SIGNI	PR	Nature Spirit: Plant	G	1				1000	Midoriko Only		<s><l>Search deck</l><f>/vp1pt40</f></s>		{Action} (Down) Search your deck for one level 2 <Plant> SIGNI, reveal it, and add it to your hand. Your deck is then shuffled.
Alma, Lesser Sin of Gravekeepers	Promo	PR-034	SIGNI	PR	Image Spirit: Devil	B	2				3000	Ulith Only				{Constant} As long as your trash has 5 or more cards in it, this SIGNI gets +2000 power. || {Constant} If you have a level 4 <Ulith> on your side of the field, this SIGNI's power is 10000. (If both conditions are fulfilled simultaneously, this SIGNI's power is 12000).
Get Index	Point	PR-035	Spell	PR		W			0W			Tama Only		<s><l>Search deck</l><f>/vp1pt40</f></s>		Banish one of your SIGNI. If you do, search your deck for one white SIGNI, reveal it, and add it to your hand. Your deck is then shuffled.
Gun Smoke Flame Aura	Point	PR-036	Spell	PR		R			0R			Hanayo Only				Banish one of your SIGNI. If you do, banish one of your opponent's SIGNI with a power of 10000 or less.
Code Art M-G-T	Point	PR-037	SIGNI	PR	Machine Spirit: Electric Machine	U	3				7000	Piruluk Only		<s><l>Search trash</l><f>/vp2at40</f></s>	Add one <Electric Machine> SIGNI from your trash to your hand.	{On-Play} Add one level 1 <Electric Machine> SIGNI from your trash to your hand.
Rosary, Natural Plant	Point	PR-038	SIGNI	PR	Nature Spirit: Plant	G	1				1000	Midoriko Only		<s><l>Search deck</l><f>/vp1pt40</f></s>		{Action} (Down) Search your deck for one level 2 <Plant> SIGNI, reveal it, and add it to your hand. Your deck is then shuffled.
Alma, Lesser Sin of Gravekeepers	Point	PR-039	SIGNI	PR	Image Spirit: Devil	B	2				3000	Ulith Only				{Constant} As long as your trash has 5 or more cards in it, this SIGNI gets +2000 power. || {Constant} If you have a level 4 <Ulith> on your side of the field, this SIGNI's power is 10000. (If both conditions are fulfilled simultaneously, this SIGNI's power is 12000).
Xeno-Multiple	Promo	PR-040,white	ARTS	PR		W			2W2U							[Timing: Main Phase; Attack Phase] Choose two of the following: {1} One of your opponent's LRIG cannot attack this turn; {2} Freeze all of your opponent's SIGNI; {3} Return one of your opponent's SIGNI to their hand; {4} Draw two cards
Eldora Mark 0	Promo	PR-041,white	LRIG	PR	Eldora	U	0	0U		0						
Yuzuki-Zero	Promo	PR-042,white	LRIG	PR	Yuzuki	R	0	0R		0						
Ancient Surprise	Promo	PR-044,white	ARTS	PR		B			1B2C							[Timing: Main Phase; Attack Phase] Choose one of the following: {1} All players put the top 7 cards of their deck into the trash. {2} Put a level 3 or lower <Ancient Weapon> SIGNI into play from your trash. {3} If there are 10 or more cards in your trash, all of your opponent's SIGNI gets -5000 power. If there are 20 or more cards in your trash, instead, until end of turn, all of your opponent's SIGNI get -8000 power.
Miria, Vermilion Messenger	Promo	PR-045	SIGNI	PR	Image Spirit: Devil	B	3				8000				Until end of turn, one of your opponent's LRIGs or SIGNI gets Can't Attack.	{On-Play} If your LRIG is black, put the top 10 cards of your deck into the trash. If 10 cards were put into the trash this way, add 5 black SIGNI from your trash to your deck. Then, shuffle your deck.
Remember Night, Star-Reading Miko	Promo	PR-046,white	LRIG	PR	Remember/Piruluk	W	4	1W2U		11						{Constant} When your opponent's LRIG uses an {Action} effect, 1C is added to the cost. || {On-Play} Freeze one of your opponent's SIGNI. || {Action} (2C, Discard a white or blue SIGNI from your hand) Freeze a SIGNI. || {Action} (Down) Banish a frozen SIGNI.
Remember Dawn, Star-Reading Miko	Promo	PR-047,white	LRIG	PR	Remember/Piruluk	W	3	1W1U		7						{On-Play} Freeze one of your opponent's level 2 or less SIGNI.
Remember Noon, Star-Reading Miko	Promo	PR-048,white	LRIG	PR	Remember/Piruluk	W	2	1U		5						
Remember Morni, Star-Reading Miko	Promo	PR-049,white	LRIG	PR	Remember/Piruluk	W	1	0W		2						
Remember, Star-Reading Miko	Promo	PR-050,white	LRIG	PR	Remember	W	0	0W		0						
Umuru=Noll, Wielder of the Key of Creation	Promo	PR-051.png,white	LRIG	PR	Umuru	B	0	0B		0						
Umuru=Noll, Wielder of the Key of Creation	Promo	PR-052,white	LRIG	PR	Umuru	B	0	0B		0						
Fracturing Lust	Promo	PR-053	Spell	PR		R			1R							Each player puts cards in their Ener Zone into the trash until they have four cards in their Ener Zone. (Players with four or less cards in their Ener Zone are not affected by this effect.)
THREE OUT	Promo	PR-054	Spell	PR		U			1U							Draw 3 cards. Then, discard 1 card from your hand.
Next Ready	Promo	PR-055	Spell	PR		C			0C							Put any number of cards from under your LRIG into the LRIG Trash. Then, for each card you put into the LRIG trash, choose one of the following: {1} Until end of turn, one of your opponent's SIGNI loses its abilities. {2} Draw one card. {3} Put the top card of your deck into the Ener Zone. {4} All players put the top four cards of their deck into the trash.
Avon	Promo	PR-056,white	ARTS	PR		W			3W							[Timing: Main Phase] Search your deck for up to 2 white SIGNI, reveal them, and add them into your hand. Then shuffle your deck.
Death Bouquet Toss	Promo	PR-057,white	ARTS	PR		B			3B							[Timing: Main Phase] This turn, when you have refreshed, if it is your first refresh this turn, crush one of your opponent's Life Cloth.
Salvage	Promo	PR-058,white	ARTS	PR		C			1C							[Timing: Main Phase] From your trash, add one SIGNI with the same color as your LRIG to your hand.
Ulith, Enma (PR3)	Promo	PR-059,white	LRIG	PR	Ulith	B	0	0B		0						
Eldora=Mark 0 (PR3)	Promo	PR-060,white	LRIG	PR	Eldora	U	0	0U		0						
Yuzuki-Zero (PR3)	Promo	PR-061,white	LRIG	PR	Yuzuki	R	0	0R		0						
Iona, Zero/Maiden (PR3)	Promo	PR-062,white	LRIG	PR	Iona	B	0	0B		0						
Anne, Locus of Miracles (PR3)	Promo	PR-063,white	LRIG	PR	Anne	G	0	0G		0						
Mirurun Nought (PR3)	Promo	PR-064,white	LRIG	PR	Mirurun	U	0	0U		0						
Umuru=Noll, Wielder of the Key of Creation (PR3)	Promo	PR-065,white	LRIG	PR	Umuru	B	0	0B		0						
Ulith (PR1)	Promo	PR-066,white	LRIG	PR	Ulith	B	0	0B		0						
Iona (PR1)	Promo	PR-067,white	LRIG	PR	Iona	B	0	0B		0						
Eldora (PR1)	Promo	PR-068,white	LRIG	PR	Eldora	U	0	0U		0						
Yuzuki (PR1)	Promo	PR-069,white	LRIG	PR	Yuzuki	R	0	0R		0						
Yaekiri, Large Bow	Promo	PR-070	SIGNI	PR	War Spirit: Arm	W	3				7000			<s><l>Search deck</l><f>/vp1pt40</f></s>	Search your deck for an <Arm> or <Weapon> SIGNI, reveal it, and add it to your hand. Then shuffle your deck.	{Constant} If you have three <Arm> or <Weapon> SIGNI on the field, this SIGNI's power is 10000, and it gets When an opponent's effect causes this SIGNI to leave the field, search your deck for a level 3 or less <Arm> or <Weapon> SIGNI, put it onto the field, then shuffle your deck.
Ammolite, Natural Stone	Promo	PR-071	SIGNI	PR	Nature Spirit: Gem	R	2				1000					{Constant} When you use a red spell, until end of turn, this SIGNI gets [Double Crush].
Lock You	Promo	PR-072,white	ARTS	PR		U			1U							[Timing: Attack Phase; Spell Cut-in] This turn, the cost of your opponent's spells increases by 3C. If your LRIG is <Piruluk>, the cost of your opponent's ARTS increases by 3C. (The spell that got cut-in is not affected by this effect)
Miao, Phantom Beast	Promo	PR-073	SIGNI	PR	Living Spirit: Earth Beast	G	2				5000	Midoriko Only				{Constant} As long as your opponent has three SIGNI, this SIGNI gets [Lancer].
Death by Death	Promo	PR-074	Spell	PR		B			0B			Ulith Only				Banish one of your SIGNI. If you do, one of your opponent's SIGNI gets -8000 power.
Mirurun Nought	Promo	PR-080,white	LRIG	PR	Mirurun	U	0	0U		0						
Anne, Locus of Miracles	Promo	PR-081,white	LRIG	PR	Anne	G	0	0G		0						
Servant O	Promo	PR-092	SIGNI	PR	Origin Spirit	C	1				2000		Yes		Ener Charge 1	[Guard]: Discard this card to negate a LRIG's attack once. || {Constant} [Multi-Ener]: When paying a cost, this card may count as any color.
Kano, Natural Plant	Promo	PR-093	SIGNI	PR	Nature Spirit: Plant	G	2				5000					{Constant} During your turn, when a card is put into your Ener Zone, until end of turn, this SIGNI gets +3000 power. || {Constant} When this SIGNI's power is 15000 or more, banish this SIGNI and one of your opponent's SIGNI.
ATTRACTION	Promo	PR-094	Spell	PR		U			2U2C					<s><l>Search deck</l><f>/vp1pt40</f></s>		Search your deck for a spell with a total cost of 1, a spell with total cost of 2, and a spell with a total cost of 3. Reveal them, and add them to your hand. Then, shuffle your deck.
Abundance	Promo	PR-095	Spell	PR		G			1G							For each <Sky Beast>, <Earth Beast>, and <Plant> SIGNI you have on the field, put the top card of your deck into the Ener Zone.
Aegis Shield	Promo	PR-096,white	ARTS	PR		W			2W							[Timing: Main Phase; Attack Phase] As long as it is your opponent's turn, until end of turn, all of your SIGNI get +5000 power.
Kano, Natural Plant	Promo	PR-097	SIGNI	PR	Nature Spirit: Plant	G	2				5000					{Constant} During your turn, when a card is put into your Ener Zone, until end of turn, this SIGNI gets +3000 power. || {Constant} When this SIGNI's power is 15000 or more, banish this SIGNI and one of your opponent's SIGNI.
Jetting Knowledge	Promo	PR-099	Spell	PR		C			0C						Ener Charge 1	Draw a card.
Idol Defense	Promo	PR-100,white	ARTS	PR		W			1W7C							[Timing: Attack Phase] This turn, if you opponent used an ARTS or spell, this card's cost becomes 1W4C. If they used both, this card's cost becomes 0C.. || Choose one of the following: {1} Skip your opponent's SIGNI attack step. {2} Skip your opponent's LRIG attack step.
Lock You	Promo	PR-101.png	ARTS	PR		U			1U							[Timing: Attack Phase; Spell Cut-in] This turn, the cost of your opponent's spells increases by 3C. If your LRIG is <Piruluk>, the cost of your opponent's ARTS increases by 3C. (The spell that got cut-in is not affected by this effect)
Remember Dead Night, Star-Reading Miko	Promo	PR-102,white	LRIG	PR	Remember/Piruluk	W	5	1W2U		12						{Grow} Your LRIG on the field contains Remember in its card name || {Constant} Your opponent's frozen SIGNI loses their abilities. || {Action} Exceed 1: Freeze one of your opponent's SIGNI. If that SIGNI is already frozen, banish it instead of freezing it. || {Action} Exceed 2: Draw a card for each frozen SIGNI your opponent controls. This ability can only be used once per turn.
Suteko	Promo	PR-103,white	LRIG	PR	Tama	W	0	0W		0						
Duranda, Greatsword	Promo	PR-105	SIGNI	PR	War Spirit: Arm	W	3				8000			<s><l>Search deck</l><f>/vp1pt40</f></s>	Search your deck for up to one level 3 or lower SIGNI, reveal it, and add it to your hand. Then, shuffle your deck.	{Constant} As long as you have three SIGNI on the field that do not share a common color, this SIGNI's power is 15000, and it is unaffected by your opponent's effects.
Ruriru, Natural Stone	Promo	PR-106	SIGNI	PR	Nature Spirit: Gem	R	1				7000			<s><l>Reveal top card</l><f>/vp1at1</f></s>	Draw a card.	{On-Play} Reveal the top card of your deck. If it's not a red card, put this SIGNI from the field into the trash.
CRYSTAL SEAL	Promo	PR-107	Spell	PR		U			0U			Piruluk Only				Banish one of your SIGNI. If you do, choose a card from your opponent's hand without looking, and discard it.
Sacrifice	Promo	PR-108	Spell	PR		G			0G			Midoriko Only				Banish one of your SIGNI. If you do, banish one of your opponent's SIGNI with power 12000 or more.
Belphego, Lustful Sinner	Promo	PR-109	SIGNI	PR	Image Spirit: Devil	B	2				5000					{On-Play} Search your deck for one <Devil> SIGNI and put it into the trash. Then, shuffle your deck.
Ancient Surprise	Promo	PR-115,white	ARTS	PR		B			1B2C							[Timing: Main Phase; Attack Phase] Choose one of the following: {1} All players put the top 7 cards of their deck into the trash. {2} Put a level 3 or lower <Ancient Weapon> SIGNI into play from your trash. {3} If there are 10 or more cards in your trash, all of your opponent's SIGNI gets -5000 power. If there are 20 or more cards in your trash, instead, until end of turn, all of your opponent's SIGNI get -8000 power. 
Servant Q	Promo	PR-116	SIGNI	PR	Origin Spirit	C	4				12000		Yes		Ener Charge 1	[Guard]: Discard this card to negate a LRIG's attack once. || {Constant} [Multi-Ener]: When paying a cost, this card may count as any color.
Servant T	Promo	PR-117	SIGNI	PR	Origin Spirit	C	3				8000		Yes		Ener Charge 1	[Guard]: Discard this card to negate a LRIG's attack once. || {Constant} [Multi-Ener]: When paying a cost, this card may count as any color.
Servant D	Promo	PR-118	SIGNI	PR	Origin Spirit	C	2				5000		Yes		Ener Charge 1	[Guard]: Discard this card to negate a LRIG's attack once. || {Constant} [Multi-Ener]: When paying a cost, this card may count as any color.
Fafnir	Promo	PR-119,white	ARTS	PR		W			0W			Tama Only				[Timing: Main Phase] This turn, the cost of the next spell you use is reduced by 2W and cannot be cancelled by your opponent's effects.
Doping	Promo	PR-119_Doping,white	ARTS	PR		C			0C							[Timing: Main Phase; Attack Phase; Spell Cut-In] Until end of turn, one SIGNI gets +3000 power.
Get Index	Promo	PR-120,white	Spell	PR		W			0W			Tama Only				Banish one of your SIGNI. If you do, search your deck for a white SIGNI, reveal it, and add it to your hand. Then shuffle your deck.
Rainbow Art	Promo	PR-120_Rainbow_Art,white	ARTS	PR		C			1R1U1G1C							[Timing: Main Phase] Add one SIGNI and one spell from your trash to your hand. Then, for each card added to your hand this way, choose a color from among those cards. If red was chosen, banish one of your opponent's SIGNI with power 10000 or less. If green was chosen, banish one of your opponent's SIGNI with power 12000 or more. If blue was a chosen color, draw a card.
Tamayorihime, New Moon Miko	Promo	PR-123.png,white	LRIG	PR	Tama	W	0	0W		0						
Hanayo-Zero	Promo	PR-124.png,white	LRIG	PR	Hanayo	R	0	0R		0						
Code Piruluk	Promo	PR-125.png,white	LRIG	PR	Piruluk	U	0	0U		0						
Midoriko, Combat Girl	Promo	PR-126.png,white	LRIG	PR	Midoriko	G	0	0G		0						
Ulith, Enma	Promo	PR-127.png,white	LRIG	PR	Ulith	B	0	0B		0						
Eldora Mark 0	Promo	PR-128.png,white	LRIG	PR	Eldora	U	0	0U		0						
Yuzuki-Zero	Promo	PR-129.png,white	LRIG	PR	Yuzuki	R	0	0R		0						
Iona, Zero/Maiden	Promo	PR-130.png,white	LRIG	PR	Iona	B	0	0B		0						
Anne, Locus of Miracles	Promo	PR-131.png,white	LRIG	PR	Anne	G	0	0G		0						
Mirurun Nought	Promo	PR-132.png,white	LRIG	PR	Mirurun	G	0	0U		0						
Umuru=Noll, Wielder of the Key of Creation	Promo	PR-133.png,white	LRIG	PR	Umuru	B	0	0B		0						
Remember, Star-Reading Miko	Promo	PR-134.png,white	LRIG	PR	Remember	W	0	0W		0						
Modern Boundary	Promo	PR-136,white	ARTS	PR		W			1W1C			Tama Only				[Timing: Main Phase; Attack Phase] Declare a number. Then, reveal the top three cards of your deck. If there is a SIGNI with the same level as the declared number, return one of your opponent's SIGNI to their hand. Return the cards revealed by this effect to the top of your deck in any order.
Tamayorihime, New Moon Miko	Promo	PR-137,white	LRIG	PR	Tama	W	0	0W		0						
Aglaea, Innocent Brightness	Promo	PR-138	SIGNI	PR	Image Spirit: Angel	W	1				1000				Draw one card.	{On-Play} Reveal the top three cards of your deck. If three <Angel> SIGNI were revealed this way, add one of them to your hand. Then, return the rest to the top of your deck in any order.
Rising Fist of the Flame Dragon	Promo	PR-139	Spell	PR		R			0R			Yuzuki Only				Choose one of the following: {1} Banish one of your SIGNI. If you do, banish one SIGNI with power 8000 or less. {2} Banish one of your SIGNI. If you do, put one card with [Multi-Ener] from your opponent's Ener Zone into the trash.
Code Art D-T-P	Promo	PR-140	SIGNI	PR	Machine Spirit: Electric Machine	U	3				8000					{On-Play} If your opponent has a frozen SIGNI on the field, draw one card.
Tsubaki, Natural Plant	Promo	PR-141	SIGNI	PR	Nature Spirit: Plant	G	3				8000				Draw one card.	{Action} (1G, Put this SIGNI from the field into the trash) Add one colorless card from your trash to your hand.
Torchen Whip	Promo	PR-142	Spell	PR		B			0B			Iona Only				Choose one of the following: {1} Banish one of your white SIGNI. If you do, search your deck for one white SIGNI, reveal it, and add it to your hand. Then, shuffle your deck. {2} Banish one of your black SIGNI. If you do, until end of turn, one of your opponent's SIGNI gets -7000 power.
Halo Effect	Promo	PR-151,white	ARTS	PR		B			1B6C							[Timing: Main Phase; Attack Phase] The cost of this ARTS is reduced by 2C for each ARTS in your trash. || Banish one of your opponent's SIGNI.
Spirit Salvage	Special	SP01-009,white	ARTS	SP		W			1W							"[Timing: Main Phase; Attack Phase] Add one card other than ""Spirit Salvage"" from your LRIG Trash to your LRIG Deck."
Modern Boundary	Special	SP01-010,white	ARTS	SP		W			1W1C			Tama Only		<s><l>Reveal top 3</l><f>/vp1at3</f></s>		[Timing: Main Phase; Attack Phase] Declare a number. Then, reveal the top three cards of your deck. If there is a SIGNI with the same level as the declared number, return one of your opponent's SIGNI to their hand. Return the cards revealed by this effect to the top of your deck in any order.
Yuzuki-Four	Special	SP02-001,white	LRIG	SP	Hanayo/Yuzuki	R	4	3R		11						"{Constant} As long as ""Volcano, Natural Stone"" exists on your side of the field, all your SIGNI get +2000 power."
Yuzuki-Three	Special	SP02-002,white	LRIG	SP	Hanayo/Yuzuki	R	3	2R		8						
Yuzuki-Two	Special	SP02-003,white	LRIG	SP	Hanayo/Yuzuki	R	2	1R		5						
Yuzuki-One	Special	SP02-004,white	LRIG	SP	Hanayo/Yuzuki	R	1	0R		2						
Yuzuki-Zero	Special	SP02-005,white	LRIG	SP	Hanayo/Yuzuki	R	0	0R		0						
One Rule, Two Birds	Special	SP02-009,white	ARTS	SP		R			1R							[Timing: Main Phase; Attack Phase] Until end of turn, your LRIG gets [Double Crush]. This turn, your opponent cannot guard with level 1 SIGNI.
See Through the Fiery Ambition	Special	SP02-010,white	ARTS	SP		R			3R2C							[Timing: Main Phase; Attack Phase] This turn, all of your SIGNI get [Assassin] as long as the power of the SIGNI in front of it is 12000 or more. (If a SIGNI with [Assassin] attacks, it deals damage to the opponent as if there was no SIGNI in front of it)
Grave Gut	Special	SP03-009,white	ARTS	SP		B			2B			Ulith Only				[Timing: Main Phase; Attack Phase] Choose one of the following: {1} Add up to two <Devil> SIGNI from your trash to your hand. {2} Discard your hand. Then, put into play up to two <Devil> SIGNI from your trash.
Thousand Punish	Special	SP03-010,white	ARTS	SP		B			1B							[Timing: Main Phase; Attack Phase] Until end of turn, one of your opponent's SIGNI gets -2000 power.
Mirurun Zepto	Special	SP06-001,white	LRIG	SP	Mirurun	U	4	3U		11						{Constant} As long as you have three <Atom> SIGNI with different names on the field, all of your SIGNI get +2000 power.
Mirurun Femto	Special	SP06-002,white	LRIG	SP	Mirurun	U	3	2U		8						
Mirurun Pico	Special	SP06-003,white	LRIG	SP	Mirurun	U	2	1U		5						
Mirurun Nano	Special	SP06-004,white	LRIG	SP	Mirurun	U	1	0U		2						
Mirurun Nought	Special	SP06-005,white	LRIG	SP	Mirurun	U	0	0U		0						
Don't Move	Special	SP06-006,white	ARTS	SP		U			3U							[Timing: Attack Phase] Down up to two of your opponent's SIGNI.
Fortune Five	Special	SP06-007,white	ARTS	SP		U			1U1C							[Timing: Main Phase; Attack Phase] Reveal the top five cards of your deck. Count the number of <Atom> SIGNI with different names in it. If there at least three, down and freeze one of your opponent's SIGNI. If there at least four, draw a card. If there are five, banish one of your opponent's SIGNI. Then, put all of the revealed cards at the bottom of your deck in any order. 
Chemical Flash	Special	SP06-009,white	ARTS	SP		U			3U2C			Mirurun Only				[Timing: Main Phase; Attack Phase] Put any number of <Atom> SIGNI with different names from your trash at the bottom of your deck. Then, banish any number of your opponent's SIGNI whose total level is less than or equal to the number of SIGNI put at the bottom of your deck this way. Then, shuffle your deck.
Welcome Draw	Special	SP06-010,white	ARTS	SP		U			1U							[Timing: Main Phase] Draw three cards, then discard two cards from your hand.
Nickel, Natural Source	Special	SP06-011	SIGNI	SP	Nature Spirit: Atom	U	4				12000	Mirurun Only			Draw two cards. Then, discard one card from your hand.	{Constant} As long as there are seven or more <Atom> SIGNI with different names in your trash, this SIGNI's power is 15000. || {Constant} All of your <Atom> SIGNI are unaffected by the effects of your opponent's spells. || {Action} (1U) Put one spell from your opponent's trash on top of your opponent's deck.
Umuru=Fyra, Wielder of the Key of Creation	Secret	WX03-056,white	LRIG	Secret	Umuru	B	4	3B		11						{Action} (2B, Put one of your <Ancient Weapon> SIGNI into the trash) Banish a SIGNI with the same level as the SIGNI you put into the trash by this effect.
Anne	Secret	WX06-001,white	LRIG	???	Anne	G	0	0G		0						
Mirurun	Secret	WX06-002,white	LRIG	???	Mirurun	U	0	0U		0						
Umuru	Secret	WX06-003,white	LRIG	???	Umuru	B	0	0B		0						
